,exp_id,agent_id,model,seed,gamma,num_episodes,time_limit,step_limit,show_tree,show_belief,show_pi,render_asci,policy_name,nesting_level,num_sims,r_hi,r_lo,rollout_policies,uct_c,epsilon,policy_entropy_mean,policy_entropy_std,search_time_mean,search_time_std,update_time_mean,update_time_std,reinvigoration_time_mean,reinvigoration_time_std,episode_returns_mean,episode_returns_std,episode_returns_max,episode_returns_min,episode_discounted_returns_mean,episode_discounted_returns_std,episode_discounted_returns_max,episode_discounted_returns_min,episode_steps_mean,episode_steps_std,episode_times_mean,episode_times_std,episode_dones,num_outcome_LOSS,num_outcome_DRAW,num_outcome_WIN,num_outcome_NA
0,88,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.513394998,0.2057557678,0,0,0,0,0,0,-64.86,78.24704723,92,-120,-53.72608694,50.17615642,56.62992917,-91.2,7.86,5.861774475,134.4482767,117.4260188,1,79,0,21,0
1,88,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,2048,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.09555279731,0.1240791924,16.41454801,4.79570335,0.5347266118,0.3786892018,0.67273255,0.9556400748,51.14,84.95952213,99,-127,43.52831501,55.06550578,89.3,-69.41995278,7.86,5.861774475,134.4482767,117.4260188,1,21,0,79,0
0,89,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4575090609,0.2514158255,0,0,0,0,0,0,-71.28,72.93285679,92,-122,-57.49251715,48.95651779,56.62992917,-91.2,7.27,5.994756042,226.7424444,191.2920127,0.99,82,1,17,0
1,89,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,1,4096,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.01452917155,0.04161248931,31.5374095,11.31701223,0.9545887382,0.8414690032,1.105099974,2.429112863,58.72,78.12811018,99,-121,48.11696244,53.44947101,89.3,-69.41995278,7.27,5.994756042,226.7424444,191.2920127,0.99,17,1,82,0
0,90,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5161166298,0.1941820903,0,0,0,0,0,0,-47.03,88.95059921,92,-133,-39.1790177,52.90118482,56.62992917,-91.2,11.02,8.052304018,3.218449073,2.258704153,0.99,68,1,31,0
1,90,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,16,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.964957859,0.0185192636,0.2775539325,0.05189445187,0.01964243227,0.009167361686,0.05657896464,0.0644097554,26.97,96.33612562,99,-138,25.59333083,58.24759738,89.3,-69.41995278,11.02,8.052304018,3.218449073,2.258704153,0.99,31,1,68,0
0,91,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.455911859,0.2206763025,0,0,0,0,0,0,-44.24,90.39547776,92,-132,-37.51446162,56.57196426,56.62992917,-91.2,10.23,7.908040212,23.98262037,18.09348338,0.99,67,1,32,0
1,91,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,128,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.460445883,0.4385265748,2.199813406,0.385697677,0.1424012131,0.0856770087,0.3736465129,0.4751511334,25.76,96.46212936,99,-129,24.90259148,61.76529406,89.3,-69.41995278,10.23,7.908040212,23.98262037,18.09348338,0.99,32,1,67,0
0,92,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5249208146,0.2004426342,0,0,0,0,0,0,-46.23,89.46226635,92,-133,-40.51891797,56.63650103,56.62992917,-91.2,9.23,7.139824928,79.35467696,61.58547821,1,69,0,31,0
1,92,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,512,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.6920959366,0.3368997322,8.344076578,2.374967703,0.4324543699,0.2868999183,1.009800544,1.539281409,29.77,95.97112639,99,-135,28.87160318,61.78066331,89.3,-69.41995278,9.23,7.139824928,79.35467696,61.58547821,1,31,0,69,0
0,93,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4808690887,0.204756154,0,0,0,0,0,0,-49.68,87.16385489,92,-124,-44.30546464,55.47568732,56.62992917,-91.2,8.68,6.531278588,127.8125515,112.4051482,1,71,0,29,0
1,93,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,1024,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.2780642452,0.2529824428,13.44229175,4.589488949,0.6930165201,0.5473804886,1.557115084,2.831459312,34.32,94.65610176,99,-129,33.22173406,60.8321218,89.3,-69.41995278,8.68,6.531278588,127.8125515,112.4051482,1,29,0,71,0
0,94,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4768142827,0.2283236523,0,0,0,0,0,0,-67.07,77.89765786,92,-134,-53.08187495,50.92810403,56.62992917,-91.2,8.07,6.514990407,194.2155499,174.3715211,1,80,0,20,0
1,94,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,2048,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.1076195154,0.1361793347,22.97843156,8.282000102,0.9167469088,0.7362401941,1.559869467,3.337144904,52.93,82.56418776,99,-125,42.78600587,55.61379159,89.3,-69.41995278,8.07,6.514990407,194.2155499,174.3715211,1,20,0,80,0
0,95,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4822255496,0.2116842214,0,0,0,0,0,0,-51.66,86.91469611,92,-127,-43.34379133,55.07940184,56.62992917,-91.2,8.66,5.678415272,309.3388095,245.8865729,1,72,0,28,0
1,95,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,2,4096,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.016753458,0.04421426756,32.60996428,11.10349803,1.895097054,1.514115138,3.105232793,4.453636333,36.34,92.94258658,99,-133,31.96305345,59.4628626,89.3,-69.41995278,8.66,5.678415272,309.3388095,245.8865729,1,28,0,72,0
0,96,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5401855802,0.1802202165,0,0,0,0,0,0,-25.52,94.12305562,92,-127,-28.39937216,57.02957309,56.62992917,-91.2,11.51,8.436225459,4.496609998,3.070365711,0.99,57,1,42,0
1,96,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,16,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.965856972,0.01731869459,0.372740069,0.06421449042,0.03143116904,0.01504074641,0.09809555604,0.1123207999,4.48,103.1229829,99,-139,14.37435198,62.46543176,89.3,-69.41995278,11.51,8.436225459,4.496609998,3.070365711,0.99,42,1,57,0
0,97,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.479091751,0.1776391518,0,0,0,0,0,0,-27.26,95.62150595,92,-132,-27.19403839,60.26113133,56.62992917,-91.2,10.26,7.538726683,32.8043306,23.05227335,1,59,0,41,0
1,97,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,128,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,1.535206551,0.3625876124,3.04180839,0.5224829665,0.2124384935,0.1205459314,0.5795685427,0.7755209963,8.74,101.5981909,99,-137,14.36693272,64.94117249,89.3,-69.41995278,10.26,7.538726683,32.8043306,23.05227335,1,41,0,59,0
0,98,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4865271262,0.2713758358,0,0,0,0,0,0,-63.27,80.51532214,92,-131,-49.42556203,51.55275628,56.62992917,-91.2,9.26,7.924165571,92.81980621,83.49856724,0.99,77,1,22,0
1,98,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,512,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.624972704,0.3636312167,8.98610025,2.940343009,0.5582554727,0.4641968764,1.5073348,2.606671778,46.73,85.98905221,99,-131,38.01531749,56.6462013,89.3,-69.41995278,9.26,7.924165571,92.81980621,83.49856724,0.99,22,1,77,0
0,99,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.4756854893,0.1875632823,0,0,0,0,0,0,-38.21,92.93258793,92,-135,-34.46937625,59.63605796,56.62992917,-91.2,9.21,6.860459168,159.3190255,119.1702387,1,65,0,35,0
1,99,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,1024,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.3128147019,0.2396030247,16.84464587,5.541159352,0.9223552799,0.6503881602,1.95723456,3.093515807,21.79,98.27342418,99,-128,22.74633056,64.40577547,89.3,-69.41995278,9.21,6.860459168,159.3190255,119.1702387,1,35,0,65,0
0,100,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,None,None,90,-138,None,None,None,0.5152482466,0.1853846132,0,0,0,0,0,0,-59.91,81.76919897,92,-123,-48.25956446,50.4112177,56.62992917,-91.2,9.9,8.087644898,296.8338584,267.092969,0.99,75,1,24,0
1,100,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,NestedSearchTree,3,2048,None,None,"{0: (<class 'posgmcp.envs.pe.policies.PESPPolicy'>, {'r_hi': 90, 'r_lo': -138}), 1: (<class 'posgmcp.policy.random_policy.RandomPolicy'>, {})}",230,0.1,0.118424863,0.13359916,28.5739687,9.507625436,1.672012956,1.45492482,4.179349586,6.930274141,42.09,89.68746791,99,-138,36.09340378,55.88636691,89.3,-69.41995278,9.9,8.087644898,296.8338584,267.092969,0.99,24,1,75,0
0,102,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,,,90,-138,,,,0.5283764679,0.1156744462,0,0,0,0,0,0,-19.89,97.29808785,92,-138,-17.45577345,51.53846162,56.62992917,-87.59,14.87,8.635571782,0.008883001804,0.005075512492,0.98,52,2,46,0
1,102,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,RandomPolicy,,,None,None,,,,2,0,0,0,0,0,0,0,-7.89,101.0558158,98,-135,-0.3052121984,54.39690594,83.885,-69.41995278,14.87,8.635571782,0.008883001804,0.005075512492,0.98,46,2,52,0
0,103,0,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,,,90,-138,,,,0.5381355238,0.2082939634,0,0,0,0,0,0,-56.81,83.79817361,92,-134,-44.203868,48.26309166,56.62992917,-91.2,11.79,8.803743522,0.007105038166,0.005361652408,0.98,72,2,26,0
1,103,1,PEModel,0,0.95,100,86400,40,None,None,None,FALSE,PESPPolicy,,,90,-138,,,,0.5939850517,0.1944168466,0,0,0,0,0,0,35.19,92.21265586,99,-133,29.98853825,53.97596028,89.3,-69.41995278,11.79,8.803743522,0.007105038166,0.005361652408,0.98,26,2,72,0
